Order_ID,Order_Date,Ship_Date,Customer_ID,Product_ID,Quantity,Unit_Price,Discount,Revenue,Profit,Payment_Mode,Ship_Mode,Campaign_ID,Region,Currency,Target_Revenue,Target_Profit
O102880,2025-11-05,15/11/25,C6259,P0210,1,2113.05,0.19,3436.72,2338.04,Credit Card,Standard,,North America,USD,2935.43,2027.98
O102881,2025-05-13,16/05/25,C6105,P0253,1,103.19,0.06,121.83,56.4,Wallet,Standard,,North America,CAD,106.71,48.93
O102882,2023-05-02,12/05/23,C5771,P0289,1,970.62,0.22,691.86,80.39,Debit Card,Standard,,East Asia,CNY,602.18,74.51
O102883,2025-01-28,05/02/25,C7810,P0285,1,1419.36,0.2,1355.24,691.36,Debit Card,Standard,CAMP002,North America,USD,1355.24,691.36
O102884,2024-11-02,09/11/24,C5801,P0005,1,157.35,0.37,186.78,70.64,Credit Card,Standard,CAMP005,South America,BRL,203.81,77.03
O102885,2025-09-15,24/09/25,C7055,P0149,2,671.43,0.11,1664.64,941.27,Debit Card,Express,,East Asia,INR,1908.78,1030.38
O102886,2025-11-19,20/11/25,C5792,P0257,4,1344.16,0.19,8707.36,5390.3,Debit Card,Standard,,East Asia,INR,9950.47,5821.02
O102887,2025-05-06,15/05/25,C5293,P0084,1,393.95,0.04,443.24,65.44,Credit Card,Standard,,Northern Europe,GBP,483.16,71.31
O102888,2023-09-02,10/09/23,C5688,P0084,2,125.26,0.2,220.34,90.72,Debit Card,Express,,North America,CAD,199.32,82.41
O102889,2025-04-09,16/04/25,C6914,P0127,1,983.64,0.04,1141.47,400.82,Debit Card,Express,,South America,BRL,998.57,372.51
O102890,2025-01-09,13/01/25,C5374,P0321,1,469.06,0.07,510.31,240.91,Wallet,Standard,,Oceania,AUD,459.1,204.94
O102891,2025-09-22,02/10/25,C6177,P0283,1,1237.34,0.1,1549.84,820.02,Debit Card,Standard,CAMP007,Western Europe,EUR,1549.84,820.02
O102892,2025-03-02,03/03/25,C7275,P0174,1,1376.09,0.13,1497.26,658.68,Credit Card,Standard,,North America,USD,1660.66,744.18
O102893,2025-03-09,14/03/25,C7710,P0249,1,1289.06,0.07,1489.67,360.44,Credit Card,Standard,,North America,USD,1303.53,307.74
O102894,2025-08-13,23/08/25,C6705,P0285,4,451.17,0.07,2146.67,859.03,Credit Card,Standard,,East Asia,INR,2146.67,859.03
O102895,2023-08-12,19/08/23,C5533,P0315,1,242.66,0.04,234.66,121.48,Credit Card,Standard,,Oceania,AUD,265.33,139.41
O102896,2025-12-30,01/01/26,C6984,P0027,2,651.3,0.38,1505.25,810.86,Wallet,Standard,,South Asia,INR,1505.25,810.86
O102897,2024-12-24,31/12/24,C6713,P0193,1,574.09,0.2,790.63,414.52,Wallet,Standard,,Western Europe,EUR,678.09,391.23
O102898,2024-08-10,14/08/24,C6283,P0034,1,24.74,0.1,39.88,3.06,UPI,Express,,West Asia,SGD,35.33,2.89
O102899,2024-06-17,21/06/24,C7024,P0190,1,1559.96,0.19,1348.52,256.79,Debit Card,Standard,,West Asia,INR,1503.44,292.49
O102900,2025-04-14,16/04/25,C5121,P0252,1,478.98,0.24,444.93,171.44,Debit Card,Express,,South Asia,SGD,413.15,146.2
O102901,2024-07-19,20/07/24,C5033,P0015,1,227.15,0.17,241.43,77.76,Wallet,Standard,,Oceania,AUD,255.08,85.74
O102902,2023-12-10,19/12/23,C5555,P0049,4,919.16,0.17,4580.3,2160.37,Credit Card,Express,CAMP009,South America,BRL,4868.68,2367.99
O102903,2023-12-11,17/12/23,C5461,P0297,2,318.48,0.33,646.92,200.8,Debit Card,Standard,,Northern Europe,EUR,611.64,176.6
O102904,2024-05-18,28/05/24,C6554,P0334,1,676.11,0.04,651.31,69.07,Credit Card,Standard,,West Asia,CNY,585.46,61.36
O102905,2025-06-01,10/06/25,C6415,P0236,1,1753.57,0.14,1784.36,622.39,Debit Card,Standard,,Oceania,AUD,1629.09,541.1
O102906,2023-03-08,17/03/23,C5413,P0235,1,322.12,0.09,318.11,57.12,Wallet,Standard,,Western Europe,GBP,278.66,53.46
O102907,2025-05-07,13/05/25,C7217,P0326,1,800.62,0.07,858.38,284.57,Credit Card,Standard,,North America,CAD,799.27,264.34
O102908,2023-09-21,24/09/23,C7750,P0055,1,1682.68,0.11,1670.68,831.98,Credit Card,Standard,,West Asia,INR,1548.87,745.41
O102909,2023-08-26,01/09/23,C6645,P0319,3,61.01,0.11,188.89,16.44,Wallet,Same Day,,North America,CAD,174.32,14.61
O102910,2025-03-02,07/03/25,C6735,P0085,1,1201.07,0.06,1410.05,447.39,Credit Card,Standard,,South Asia,INR,1212.74,397.88
O102911,2024-04-16,18/04/24,C6604,P0140,2,1765.37,0.24,2857.43,620.67,Debit Card,Standard,,West Asia,INR,2474.15,551.83
O102912,2025-04-15,23/04/25,C6669,P0135,1,1448.65,0.14,1504.03,364.79,Bank Transfer,Standard,CAMP003,South Asia,INR,1323.16,331.93
O102913,2023-10-16,22/10/23,C7920,P0107,1,139.99,0.39,128.54,-5.76,Bank Transfer,Express,CAMP001,Northern Europe,EUR,139.61,-6.45
O102914,2024-06-16,17/06/24,C6156,P0225,1,1315.21,0.18,1152.04,202.76,UPI,Standard,,Western Europe,EUR,1038.24,190.99
O102915,2024-05-02,09/05/24,C6364,P0287,2,719.88,0.04,1403.21,445.71,UPI,Standard,,West Asia,INR,1403.21,445.71
O102916,2025-06-30,03/07/25,C5818,P0001,1,1825.66,0.24,1653.01,168.76,Debit Card,Standard,,East Asia,INR,1653.01,168.76
O102917,2024-12-10,13/12/24,C7271,P0084,1,1078.93,0.38,1138.15,447.45,UPI,Standard,,South Asia,AED,977.79,411.1
O102918,2025-09-24,01/10/25,C5163,P0062,1,1239.47,0.22,1351.85,505.54,COD,Standard,,Northern Europe,GBP,1510.34,578.87
O102919,2023-09-16,19/09/23,C5166,P0296,1,1388.1,0.07,1427.48,243.73,Bank Transfer,Standard,,North America,USD,1427.48,243.73
O102920,2024-08-01,03/08/24,C6959,P0295,1,1010.79,0.17,951.14,348.37,Debit Card,Express,,West Asia,SGD,843.81,306.76
O102921,2024-02-05,14/02/24,C5041,P0266,2,1896.91,0.08,3524.35,1479.76,Wallet,Standard,CAMP009,Oceania,AUD,3761.32,1593.0
O102922,2025-05-05,14/05/25,C7500,P0090,4,351.05,0.15,1357.54,229.33,Credit Card,Standard,,Oceania,AUD,1357.54,229.33
O102923,2025-02-05,11/02/25,C5809,P0123,1,120.0,0.08,141.7,113.2,UPI,Standard,,North America,CAD,127.56,105.7
O102924,2025-11-16,20/11/25,C7845,P0338,3,1208.01,0.3,5083.64,2461.89,Credit Card,Express,,South America,BRL,5083.64,2461.89
O102925,2024-08-12,18/08/24,C5283,P0049,2,174.02,0.09,372.54,133.27,Credit Card,Same Day,,West Asia,SGD,372.54,133.27
O102926,2024-11-04,11/11/24,C7296,P0185,1,99.69,0.26,134.76,33.6,Credit Card,Standard,,West Asia,AED,134.76,33.6
O102927,2023-09-30,07/10/23,C6810,P0208,4,1474.6,0.08,5992.98,3047.65,UPI,Standard,,North America,USD,5992.98,3047.65
O102928,2025-12-01,11/12/25,C5211,P0190,2,1559.96,0.34,3881.46,1713.68,Credit Card,Standard,,North America,USD,3409.59,1483.66
O102929,2023-06-29,05/07/23,C6875,P0126,1,697.19,0.24,498.57,-50.47,Credit Card,Standard,,Oceania,AUD,437.35,-43.41
O102930,2025-12-19,23/12/25,C5806,P0210,1,2113.05,0.35,2571.83,1513.2,Debit Card,Standard,,South Asia,AED,2571.83,1513.2
O102931,2024-10-06,12/10/24,C5291,P0160,4,784.34,0.26,3644.94,1443.27,Credit Card,Standard,,West Asia,CNY,3435.97,1352.72
O102932,2023-09-24,04/10/23,C5266,P0064,1,798.18,0.2,697.96,186.96,Credit Card,Standard,,Northern Europe,GBP,697.96,186.96
O102933,2025-04-03,13/04/25,C6966,P0300,3,446.55,0.11,1439.38,778.65,UPI,Express,,East Asia,INR,1555.75,836.81
O102934,2023-04-05,15/04/23,C7762,P0189,1,1970.09,0.03,1838.72,812.78,Credit Card,Express,CAMP001,East Asia,CNY,1729.39,691.01
O102935,2024-08-08,13/08/24,C7226,P0211,1,550.23,0.15,529.72,140.54,Wallet,Standard,CAMP008,Oceania,AUD,482.08,132.33
O102936,2025-12-29,30/12/25,C6021,P0300,1,446.55,0.29,586.68,352.61,Debit Card,Standard,CAMP002,West Asia,SGD,528.51,299.82
O102937,2023-11-15,21/11/23,C5656,P0145,1,738.97,0.19,958.36,410.62,Debit Card,Standard,,West Asia,INR,1027.25,469.03
O102938,2023-02-11,18/02/23,C7798,P0211,1,1669.12,0.08,1377.19,-69.3,COD,Standard,CAMP007,North America,USD,1448.39,-75.5
O102939,2024-11-24,26/11/24,C5454,P0331,1,845.97,0.29,1085.81,616.79,Credit Card,Standard,CAMP003,East Asia,AED,1225.85,699.32
O102940,2025-10-26,05/11/25,C6323,P0327,1,892.93,0.11,1398.65,794.07,Wallet,Standard,,South Asia,AED,1535.38,852.23
O102941,2025-05-25,27/05/25,C5379,P0235,1,815.64,0.17,777.41,296.47,UPI,Standard,,East Asia,CNY,707.42,259.82
O102942,2025-06-15,21/06/25,C6686,P0227,1,1046.24,0.1,1133.0,411.67,UPI,Standard,,North America,USD,1218.57,465.5
O102943,2024-11-20,23/11/24,C5036,P0261,1,1485.53,0.4,1593.01,318.84,Debit Card,Standard,CAMP006,East Asia,INR,1378.63,271.19
O102944,2025-07-26,03/08/25,C5562,P0068,1,1037.47,0.08,1244.96,483.85,Credit Card,Express,,North America,USD,1349.14,531.8
O102945,2025-04-01,03/04/25,C5745,P0237,1,172.25,0.17,193.36,31.04,Wallet,Same Day,CAMP006,North America,USD,216.66,35.02
O102946,2025-12-14,18/12/25,C5981,P0315,4,242.66,0.07,1689.32,1150.08,Credit Card,Standard,,South Asia,SGD,1689.32,1150.08
O102947,2025-03-11,17/03/25,C6092,P0151,1,971.83,0.14,1068.47,287.2,Wallet,Standard,,East Asia,INR,1192.79,319.55
O102948,2024-10-31,03/11/24,C5633,P0237,2,1421.65,0.33,2982.85,1450.71,Credit Card,Standard,,Northern Europe,GBP,2734.01,1272.49
O102949,2025-04-21,01/05/25,C6390,P0019,1,1348.87,0.19,1298.43,466.77,Credit Card,Express,,North America,USD,1413.0,518.88
O102950,2023-05-09,14/05/23,C6190,P0126,3,1033.8,0.22,2200.17,497.4,Credit Card,Standard,,North America,CAD,2200.17,497.4
O102951,2025-06-16,21/06/25,C7347,P0322,1,632.99,0.06,700.04,285.9,Wallet,Standard,,West Asia,INR,599.62,251.46
O102952,2025-02-02,07/02/25,C7993,P0237,2,172.25,0.15,325.82,25.27,Credit Card,Standard,CAMP004,South America,BRL,290.19,22.83
O102953,2024-06-25,03/07/24,C7031,P0025,2,2149.79,0.11,4080.55,2018.6,Wallet,Standard,CAMP008,Oceania,AUD,4483.09,2264.49
O102954,2025-05-07,08/05/25,C5509,P0338,1,1208.01,0.15,1148.79,251.42,COD,Standard,,South Asia,INR,1148.79,251.42
O102955,2025-06-30,07/07/25,C6182,P0113,1,450.81,0.22,424.93,192.39,Credit Card,Same Day,,South Asia,CNY,381.31,180.93
O102956,2023-04-16,18/04/23,C6916,P0051,1,268.32,0.02,245.52,30.13,Debit Card,Standard,,East Asia,INR,218.03,27.19
O102957,2025-02-21,27/02/25,C5499,P0047,2,2044.37,0.05,4378.65,2083.55,Credit Card,Standard,,East Asia,SGD,3723.26,1835.71
O102958,2024-09-16,22/09/24,C7789,P0252,1,478.98,0.13,506.32,224.86,UPI,Standard,,North America,USD,575.51,243.6
O102959,2025-02-27,03/03/25,C6300,P0327,1,892.93,0.01,999.49,360.2,Debit Card,Standard,CAMP005,North America,USD,874.87,325.75
O102960,2024-10-29,06/11/24,C6670,P0237,2,1421.65,0.18,3660.0,2170.33,Credit Card,Express,,Western Europe,GBP,3871.82,2394.22
O102961,2023-04-27,29/04/23,C6707,P0307,1,567.81,0.18,434.32,2.43,COD,Same Day,,West Asia,CNY,469.22,2.64
O102962,2025-07-01,07/07/25,C6658,P0117,1,758.76,0.04,965.6,489.43,Debit Card,Standard,CAMP007,South Asia,INR,897.17,448.41
O102963,2023-03-13,22/03/23,C7451,P0197,1,1349.76,0.08,1250.62,510.22,Debit Card,Standard,,West Asia,CNY,1368.94,565.2
O102964,2025-01-02,03/01/25,C5978,P0266,4,1381.55,0.04,6290.31,2395.08,Wallet,Standard,CAMP005,West Asia,AED,7087.2,2693.46
O102965,2024-12-31,10/01/25,C7254,P0239,1,1346.33,0.35,1474.4,447.43,Credit Card,Standard,,South America,BRL,1575.44,483.27
O102966,2024-09-26,01/10/24,C5681,P0230,1,697.7,0.08,807.62,240.01,Credit Card,Standard,CAMP004,South America,BRL,807.62,240.01
O102967,2024-05-23,02/06/24,C5365,P0084,1,393.95,0.21,313.27,-39.23,Credit Card,Express,CAMP006,North America,CAD,277.19,-34.08
O102968,2023-03-14,24/03/23,C6449,P0193,1,1213.65,0.02,1188.21,601.69,Wallet,Express,CAMP003,Northern Europe,GBP,1011.42,521.9
O102969,2025-08-27,28/08/25,C6439,P0084,1,393.95,0.09,469.6,150.67,Credit Card,Standard,CAMP006,East Asia,CNY,531.04,166.43
O102970,2025-04-07,12/04/25,C7790,P0213,1,708.45,0.18,697.09,81.02,Credit Card,Standard,,South America,BRL,697.09,81.02
O102971,2025-01-18,21/01/25,C6709,P0060,1,1227.6,0.45,796.35,-126.19,UPI,Standard,,West Asia,CNY,704.11,-114.94
O102972,2025-03-28,06/04/25,C5648,P0129,4,582.91,0.02,2857.88,1563.2,UPI,Standard,,South Asia,AED,2640.63,1384.12
O102973,2025-03-12,13/03/25,C7640,P0042,2,1130.42,0.56,1237.58,149.12,UPI,Same Day,,Western Europe,EUR,1357.14,157.53
O102974,2024-07-17,21/07/24,C7034,P0052,1,1806.58,0.1,1903.87,605.85,Debit Card,Express,,West Asia,INR,1731.97,536.57
O102975,2024-11-24,29/11/24,C5111,P0081,1,304.27,0.25,419.06,225.72,Debit Card,Standard,,South Asia,INR,374.37,201.4
O102976,2024-08-06,15/08/24,C6323,P0314,1,1379.15,0.08,1444.39,267.44,Credit Card,Standard,,East Asia,AED,1607.95,296.12
O102977,2024-01-24,28/01/24,C7288,P0019,1,827.04,0.01,893.02,217.26,Credit Card,Standard,,West Asia,INR,975.37,228.49
O102978,2023-08-29,01/09/23,C7533,P0167,1,905.51,0.11,835.55,406.21,UPI,Standard,CAMP006,South Asia,INR,929.21,462.25
O102979,2025-11-13,19/11/25,C5214,P0115,1,232.97,0.25,372.85,169.12,UPI,Standard,,South America,BRL,345.62,160.35
O102980,2023-07-14,17/07/23,C5049,P0198,2,123.14,0.16,225.45,13.09,Debit Card,Standard,CAMP006,East Asia,INR,239.86,14.04
O102981,2025-01-15,18/01/25,C6295,P0174,1,885.67,0.12,943.58,202.69,Wallet,Standard,CAMP003,East Asia,INR,943.58,202.69
O102982,2023-10-02,10/10/23,C7507,P0266,1,1896.91,0.26,1989.37,917.36,Credit Card,Standard,,East Asia,INR,2196.12,984.87
O102983,2025-04-25,27/04/25,C5859,P0325,2,575.52,0.23,1043.76,80.65,Credit Card,Standard,,West Asia,AED,890.8,71.8
O102984,2025-12-31,04/01/26,C7289,P0278,1,1002.87,0.36,1219.99,696.59,Wallet,Standard,,South America,BRL,1316.08,749.79
O102985,2024-05-18,27/05/24,C5116,P0174,2,1163.25,0.17,1965.47,-2.6,COD,Standard,,East Asia,SGD,1857.99,-2.27
O102986,2025-02-02,09/02/25,C7653,P0208,1,816.18,0.16,773.52,250.12,Debit Card,Express,CAMP008,West Asia,INR,667.5,215.74
O102987,2024-04-24,04/05/24,C5272,P0219,1,302.83,0.06,297.47,150.03,UPI,Standard,,South Asia,SGD,336.33,168.26
O102988,2025-12-31,03/01/26,C7794,P0053,2,1023.36,0.39,2333.88,1186.6,UPI,Standard,,Oceania,AUD,2333.88,1186.6
O102989,2024-02-13,15/02/24,C6054,P0018,1,1283.9,0.14,1113.97,475.11,Wallet,Standard,,East Asia,AED,1184.09,509.31
O102990,2025-11-26,27/11/25,C7854,P0001,2,1825.66,0.48,3789.06,867.63,UPI,Standard,CAMP004,West Asia,INR,3503.87,761.31
O102991,2025-02-11,18/02/25,C7980,P0182,1,1423.04,0.44,892.4,-291.55,UPI,Standard,,South America,BRL,892.4,-291.55
O102992,2024-04-18,24/04/24,C5217,P0080,1,1455.73,0.02,1511.2,510.85,Debit Card,Same Day,,North America,CAD,1735.09,564.01
O102993,2024-11-20,24/11/24,C6596,P0136,2,638.59,0.14,1966.61,1152.47,Wallet,Standard,,South America,BRL,2102.7,1309.07
O102994,2025-11-21,30/11/25,C7109,P0082,1,54.95,0.43,67.32,9.23,COD,Express,CAMP002,East Asia,INR,67.32,9.23
O102995,2024-01-09,12/01/24,C6207,P0029,1,235.52,0.43,153.19,-49.22,UPI,Standard,CAMP007,East Asia,INR,135.11,-43.26
O102996,2023-07-27,03/08/23,C6299,P0090,1,351.05,0.55,159.44,-143.57,UPI,Standard,,Western Europe,GBP,140.74,-133.06
O102997,2024-03-15,16/03/24,C6862,P0051,1,268.32,0.22,246.81,46.38,Wallet,Standard,CAMP008,Western Europe,EUR,214.06,41.19
O102998,2023-08-27,04/09/23,C5265,P0101,1,410.02,0.08,385.11,171.07,Debit Card,Standard,,East Asia,SGD,385.11,171.07
O102999,2023-05-22,23/05/23,C7302,P0049,5,919.16,0.21,3288.85,372.52,Credit Card,Standard,,West Asia,SGD,3463.43,421.94
O103000,2025-12-11,12/12/25,C7877,P0136,2,638.59,0.14,2072.55,1276.88,UPI,Express,,East Asia,AED,1832.28,1117.04
O103001,2025-12-14,23/12/25,C5776,P0064,4,2122.09,0.11,14175.68,8858.15,Credit Card,Standard,,North America,CAD,15706.5,9925.55
O103002,2023-12-11,18/12/23,C5618,P0034,1,377.55,0.25,417.96,133.32,COD,Standard,CAMP004,South America,BRL,389.24,117.96
O103003,2025-02-13,20/02/25,C7124,P0085,1,1071.33,0.22,946.43,375.63,Debit Card,Standard,,North America,USD,946.43,375.63
O103004,2023-04-06,09/04/23,C5563,P0085,1,371.04,0.02,364.02,139.97,Credit Card,Express,CAMP006,Oceania,AUD,411.79,153.48
O103005,2024-12-27,31/12/24,C7336,P0328,2,195.75,0.46,357.84,81.16,COD,Standard,CAMP008,Western Europe,GBP,307.78,75.85
O103006,2024-04-17,18/04/24,C7586,P0260,1,1290.95,0.22,1077.17,-46.77,UPI,Standard,CAMP005,South Asia,INR,974.58,-42.57
O103007,2024-10-24,29/10/24,C5628,P0158,1,1165.22,0.19,1498.29,917.62,Debit Card,Same Day,,Oceania,AUD,1414.01,831.29
O103008,2025-10-30,09/11/25,C6937,P0071,2,263.04,0.24,715.46,375.48,Credit Card,Same Day,,North America,USD,751.63,426.94
O103009,2024-06-25,28/06/24,C7047,P0221,1,72.71,0.03,77.67,14.0,Debit Card,Standard,CAMP009,North America,USD,83.77,15.4
O103010,2024-03-19,21/03/24,C6710,P0002,1,1412.67,0.18,1310.54,284.35,Wallet,Express,,North America,USD,1140.81,250.14
O103011,2025-03-19,25/03/25,C7570,P0235,1,422.11,0.18,445.98,196.43,Wallet,Standard,CAMP006,East Asia,CNY,409.71,175.4
O103012,2025-11-18,19/11/25,C6814,P0263,5,1126.96,0.09,10258.29,6381.44,Bank Transfer,Standard,CAMP006,South Asia,INR,9362.88,5949.78
O103013,2023-11-23,01/12/23,C5758,P0235,1,422.11,0.29,473.0,249.88,Wallet,Standard,,North America,CAD,512.77,276.58
O103014,2025-05-07,14/05/25,C5629,P0001,1,1366.51,0.25,1154.13,508.86,UPI,Standard,CAMP002,South America,BRL,1070.75,468.92
O103015,2025-12-31,03/01/26,C5910,P0074,1,413.04,0.09,724.68,457.56,Debit Card,Standard,,North America,USD,655.1,406.47
O103016,2025-01-06,07/01/25,C7249,P0189,1,1370.58,0.23,1271.84,389.56,Debit Card,Standard,,Oceania,AUD,1132.89,348.0
O103017,2025-12-03,05/12/25,C5694,P0231,1,43.06,0.25,63.61,8.31,Credit Card,Standard,CAMP007,South America,BRL,63.61,8.31
O103018,2025-06-14,20/06/25,C6965,P0106,1,1701.11,0.09,1846.88,790.13,Credit Card,Express,CAMP009,Northern Europe,EUR,1846.88,790.13
O103019,2025-07-17,22/07/25,C7510,P0152,1,39.08,0.12,58.81,35.3,Credit Card,Standard,,Western Europe,EUR,52.04,32.47
O103020,2024-05-20,24/05/24,C7049,P0129,2,1240.81,0.15,2126.54,943.28,Credit Card,Express,,Oceania,AUD,1834.23,893.05
O103021,2025-09-18,22/09/25,C7346,P0174,1,315.01,0.11,398.47,178.33,Debit Card,Standard,,Western Europe,GBP,369.74,156.9
O103022,2025-01-28,06/02/25,C7449,P0213,2,1408.48,0.19,2728.17,454.33,Credit Card,Standard,,South Asia,CNY,2330.55,418.5
O103023,2025-11-23,26/11/25,C5741,P0087,1,1854.59,0.06,3487.85,2325.98,Debit Card,Standard,,West Asia,INR,3220.81,2201.22
O103024,2025-01-14,24/01/25,C5532,P0084,1,125.26,0.01,169.91,74.36,Bank Transfer,Standard,,West Asia,AED,169.91,74.36
O103025,2025-02-17,22/02/25,C6371,P0137,1,1916.68,0.05,2065.87,681.73,UPI,Standard,,West Asia,AED,2221.58,721.46
O103026,2025-07-04,08/07/25,C5421,P0052,2,730.58,0.16,1618.65,748.19,Bank Transfer,Standard,CAMP005,North America,USD,1847.71,804.95
O103027,2023-06-26,03/07/23,C7723,P0252,1,478.98,0.08,420.4,106.17,Credit Card,Standard,CAMP005,North America,USD,471.75,112.12
O103028,2025-09-30,02/10/25,C5138,P0133,4,502.86,0.05,2649.45,1265.06,UPI,Standard,,Oceania,AUD,2983.44,1344.38
O103029,2023-10-12,15/10/23,C6435,P0029,3,235.52,0.59,396.68,-171.92,Credit Card,Standard,,Oceania,AUD,444.11,-189.67
O103030,2025-10-21,25/10/25,C6797,P0211,1,1669.12,0.09,2651.08,1286.51,Wallet,Standard,,East Asia,INR,3036.94,1355.58
O103031,2024-05-13,20/05/24,C6959,P0064,1,798.18,0.11,711.56,177.24,Bank Transfer,Standard,,South Asia,SGD,711.56,177.24
O103032,2023-08-29,01/09/23,C6420,P0089,1,81.28,0.14,85.79,12.54,UPI,Standard,,Western Europe,GBP,85.79,12.54
O103033,2025-06-20,26/06/25,C7135,P0123,1,120.0,0.1,136.04,89.25,COD,Standard,CAMP005,Northern Europe,GBP,146.82,94.33
O103034,2025-03-27,30/03/25,C7778,P0287,3,719.88,0.04,2598.27,1180.89,UPI,Standard,,West Asia,INR,2956.62,1310.07
O103035,2025-03-31,03/04/25,C7501,P0197,5,1372.54,0.21,6778.64,2080.42,Credit Card,Express,,North America,CAD,6124.48,1795.71
O103036,2023-02-27,03/03/23,C5576,P0202,1,1466.95,0.14,1136.57,84.39,Credit Card,Standard,CAMP001,South America,BRL,1136.57,84.39
O103037,2025-12-02,12/12/25,C7389,P0103,1,1068.11,0.16,1692.02,890.7,Debit Card,Standard,,North America,CAD,1692.02,890.7
O103038,2024-08-29,08/09/24,C7731,P0221,2,608.07,0.17,1155.47,460.02,UPI,Express,,East Asia,CNY,1038.66,409.36
O103039,2025-12-12,17/12/25,C5590,P0073,1,1598.55,0.18,2451.47,1448.57,Wallet,Standard,CAMP005,West Asia,INR,2161.16,1343.14
O103040,2024-10-03,05/10/24,C6337,P0100,2,849.68,0.31,1861.91,402.2,COD,Express,CAMP010,South Asia,INR,1861.91,402.2
O103041,2025-07-05,11/07/25,C6929,P0269,2,1048.3,0.06,2606.9,1311.73,Wallet,Express,CAMP008,South America,BRL,2231.84,1199.8
O103042,2025-12-04,09/12/25,C6255,P0164,1,807.67,0.3,1078.81,529.73,Credit Card,Express,,Western Europe,EUR,1005.77,498.33
O103043,2023-08-27,30/08/23,C7711,P0309,1,547.56,0.06,515.97,88.28,Credit Card,Standard,,North America,USD,477.06,77.53
O103044,2025-11-08,15/11/25,C7518,P0248,1,1293.9,0.21,2047.74,1395.06,Wallet,Standard,,South America,BRL,2047.74,1395.06
O103045,2024-01-15,17/01/24,C6130,P0036,1,634.19,0.14,588.03,175.29,UPI,Express,CAMP003,Northern Europe,GBP,535.14,151.48
O103046,2024-10-18,23/10/24,C6483,P0188,1,768.01,0.19,974.81,391.68,Bank Transfer,Standard,,East Asia,SGD,1034.96,436.28
O103047,2023-08-29,07/09/23,C5615,P0250,1,144.54,0.23,112.33,23.64,Debit Card,Standard,,Northern Europe,GBP,105.04,20.25
O103048,2024-12-02,10/12/24,C7335,P0277,1,808.59,0.16,1157.46,541.55,Wallet,Standard,CAMP009,South Asia,CNY,996.11,490.95
O103049,2023-08-01,07/08/23,C7430,P0192,5,907.11,0.0,4637.06,2416.45,Debit Card,Express,CAMP009,West Asia,INR,4637.06,2416.45
O103050,2024-12-15,18/12/24,C6770,P0216,1,144.25,0.09,222.26,103.07,Credit Card,Standard,,North America,USD,193.77,93.92
O103051,2025-12-03,09/12/25,C5492,P0137,2,1088.64,0.25,3072.82,1576.1,Debit Card,Standard,,South Asia,INR,3072.82,1576.1
O103052,2025-10-03,09/10/25,C6346,P0019,1,220.51,0.17,324.31,153.25,Wallet,Standard,,North America,USD,282.62,132.05
O103053,2024-06-24,01/07/24,C6565,P0073,2,777.36,0.23,1273.63,404.85,Credit Card,Standard,,North America,USD,1152.07,379.03
O103054,2025-09-11,18/09/25,C6285,P0007,1,570.68,0.13,675.36,252.24,UPI,Express,CAMP006,Northern Europe,GBP,755.4,285.5
O103055,2023-03-15,23/03/23,C6807,P0071,2,263.04,0.02,509.92,139.62,Credit Card,Standard,CAMP004,North America,USD,447.01,131.05
O103056,2025-03-03,04/03/25,C6664,P0195,1,1731.9,0.14,1882.03,601.8,UPI,Standard,CAMP004,South Asia,INR,2047.09,683.19
O103057,2025-09-21,23/09/25,C7323,P0137,2,1088.64,0.18,2454.42,1004.08,Debit Card,Standard,CAMP001,Oceania,AUD,2692.79,1081.18
O103058,2024-09-14,20/09/24,C5404,P0332,2,1474.76,0.17,3033.87,1186.64,Wallet,Standard,,North America,USD,2657.75,1076.01
O103059,2025-11-13,17/11/25,C5789,P0105,2,1301.91,0.16,4373.4,2796.7,Bank Transfer,Standard,,West Asia,CNY,4626.62,3196.64
O103060,2023-05-11,12/05/23,C5918,P0167,1,905.51,0.24,614.3,190.09,Debit Card,Standard,CAMP010,East Asia,CNY,538.83,167.96
O103061,2025-09-16,26/09/25,C7802,P0166,1,2181.8,0.06,2828.83,1337.05,Debit Card,Standard,,South America,BRL,3036.27,1404.3
O103062,2023-07-10,20/07/23,C5286,P0285,1,1419.36,0.12,1317.24,686.88,Credit Card,Standard,CAMP005,North America,USD,1474.33,761.79
O103063,2024-03-26,01/04/24,C6394,P0331,4,845.97,0.06,3559.9,1723.8,UPI,Standard,CAMP005,West Asia,CNY,3314.14,1472.3
O103064,2025-04-09,16/04/25,C6526,P0010,3,410.34,0.13,1274.26,458.97,UPI,Standard,CAMP005,East Asia,INR,1274.26,458.97
O103065,2023-04-05,06/04/23,C7354,P0199,1,896.87,0.05,819.64,257.5,Credit Card,Standard,CAMP001,Northern Europe,EUR,772.81,227.4
O103066,2025-11-06,16/11/25,C5833,P0041,1,752.0,0.41,909.04,541.56,UPI,Standard,CAMP001,South America,BRL,855.69,466.13
O103067,2024-12-20,22/12/24,C5657,P0138,1,560.35,0.42,567.18,197.91,Credit Card,Standard,,East Asia,INR,524.3,179.69
O103068,2025-06-16,23/06/25,C7116,P0103,2,818.9,0.09,1786.25,815.38,Wallet,Express,,South America,BRL,1582.29,699.53
O103069,2024-11-17,25/11/24,C6912,P0121,1,435.72,0.31,548.5,316.22,Debit Card,Standard,,North America,USD,499.39,269.62
